,,,,MB-clonallines-nla-karyo-plate2c5_124,MB-clonallines-nla-karyo-plate2c5_130,MB-clonallines-nla-karyo-plate2c5_132,MB-clonallines-nla-karyo-plate2c5_120,MB-clonallines-nla-karyo-plate2c5_122,MB-clonallines-nla-karyo-plate2c5_128,MB-clonallines-nla-karyo-plate2c5_134,MB-clonallines-nla-karyo-plate2c5_126,MB-clonallines-nla-karyo-plate2c5_111,MB-clonallines-nla-karyo-plate2c5_75,MB-clonallines-nla-karyo-plate2c5_109,MB-clonallines-nla-karyo-plate2c5_99,MB-clonallines-nla-karyo-plate2c5_103,MB-clonallines-nla-karyo-plate2c5_32,MB-clonallines-nla-karyo-plate2c5_105,MB-clonallines-nla-karyo-plate2c5_101,MB-clonallines-nla-karyo-plate2c5_125,MB-clonallines-nla-karyo-plate2c5_107,MB-clonallines-nla-karyo-plate2c5_38,MB-clonallines-nla-karyo-plate2c5_131,MB-clonallines-nla-karyo-plate2c5_56,MB-clonallines-nla-karyo-plate2c5_97,MB-clonallines-nla-karyo-plate2c5_74,MB-clonallines-nla-karyo-plate2c5_58,MB-clonallines-nla-karyo-plate2c5_121,MB-clonallines-nla-karyo-plate2c5_54,MB-clonallines-nla-karyo-plate2c5_168,MB-clonallines-nla-karyo-plate2c5_133,MB-clonallines-nla-karyo-plate2c5_148,MB-clonallines-nla-karyo-plate2c5_8,MB-clonallines-nla-karyo-plate2c5_158,MB-clonallines-nla-karyo-plate2c5_170,MB-clonallines-nla-karyo-plate2c5_50,MB-clonallines-nla-karyo-plate2c5_73,MB-clonallines-nla-karyo-plate2c5_80,MB-clonallines-nla-karyo-plate2c5_156,MB-clonallines-nla-karyo-plate2c5_26,MB-clonallines-nla-karyo-plate2c5_108,MB-clonallines-nla-karyo-plate2c5_48,MB-clonallines-nla-karyo-plate2c5_33,MB-clonallines-nla-karyo-plate2c5_28,MB-clonallines-nla-karyo-plate2c5_24,MB-clonallines-nla-karyo-plate2c5_127,MB-clonallines-nla-karyo-plate2c5_76,MB-clonallines-nla-karyo-plate2c5_1,MB-clonallines-nla-karyo-plate2c5_144,MB-clonallines-nla-karyo-plate2c5_135,MB-clonallines-nla-karyo-plate2c5_29,MB-clonallines-nla-karyo-plate2c5_79,MB-clonallines-nla-karyo-plate2c5_78,MB-clonallines-nla-karyo-plate2c5_146,MB-clonallines-nla-karyo-plate2c5_6,MB-clonallines-nla-karyo-plate2c5_35,MB-clonallines-nla-karyo-plate2c5_172,MB-clonallines-nla-karyo-plate2c5_96,MB-clonallines-nla-karyo-plate2c5_163,MB-clonallines-nla-karyo-plate2c5_77,MB-clonallines-nla-karyo-plate2c5_30,MB-clonallines-nla-karyo-plate2c5_5,MB-clonallines-nla-karyo-plate2c5_102,MB-clonallines-nla-karyo-plate2c5_9,MB-clonallines-nla-karyo-plate2c5_123,MB-clonallines-nla-karyo-plate2c5_84,MB-clonallines-nla-karyo-plate2c5_12,MB-clonallines-nla-karyo-plate2c5_52,MB-clonallines-nla-karyo-plate2c5_7,MB-clonallines-nla-karyo-plate2c5_31,MB-clonallines-nla-karyo-plate2c5_154,MB-clonallines-nla-karyo-plate2c5_152,MB-clonallines-nla-karyo-plate2c5_34,MB-clonallines-nla-karyo-plate2c5_150,MB-clonallines-nla-karyo-plate2c5_36,MB-clonallines-nla-karyo-plate2c5_14,MB-clonallines-nla-karyo-plate2c5_157,MB-clonallines-nla-karyo-plate2c5_39,MB-clonallines-nla-karyo-plate2c5_159,MB-clonallines-nla-karyo-plate2c5_206,MB-clonallines-nla-karyo-plate2c5_87,MB-clonallines-nla-karyo-plate2c5_104,MB-clonallines-nla-karyo-plate2c5_230,MB-clonallines-nla-karyo-plate2c5_82,MB-clonallines-nla-karyo-plate2c5_2,MB-clonallines-nla-karyo-plate2c5_155,MB-clonallines-nla-karyo-plate2c5_13,MB-clonallines-nla-karyo-plate2c5_137,MB-clonallines-nla-karyo-plate2c5_145,MB-clonallines-nla-karyo-plate2c5_85,MB-clonallines-nla-karyo-plate2c5_106,MB-clonallines-nla-karyo-plate2c5_313,MB-clonallines-nla-karyo-plate2c5_129,MB-clonallines-nla-karyo-plate2c5_86,MB-clonallines-nla-karyo-plate2c5_98,MB-clonallines-nla-karyo-plate2c5_15,MB-clonallines-nla-karyo-plate2c5_19,MB-clonallines-nla-karyo-plate2c5_83,MB-clonallines-nla-karyo-plate2c5_10,MB-clonallines-nla-karyo-plate2c5_37,MB-clonallines-nla-karyo-plate2c5_20,MB-clonallines-nla-karyo-plate2c5_153,MB-clonallines-nla-karyo-plate2c5_110,MB-clonallines-nla-karyo-plate2c5_16,MB-clonallines-nla-karyo-plate2c5_21,MB-clonallines-nla-karyo-plate2c5_3
129P2_OlaHsd,13,85750000,86000000,8.0,24.0,30.0,12.0,12.0,4.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,86000000,86250000,14.0,36.0,14.0,12.0,12.0,22.0,30.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,86000000,86250000,15.0,14.0,29.0,14.0,27.0,14.0,18.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,86250000,86500000,24.0,44.0,51.0,31.0,59.0,19.0,33.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,86250000,86500000,6.0,5.0,16.0,6.0,10.0,5.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,86500000,86750000,14.0,37.0,38.0,45.0,28.0,40.0,27.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,86500000,86750000,2.0,4.0,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,86750000,87000000,8.0,57.0,41.0,31.0,53.0,32.0,38.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,87000000,87250000,15.0,38.0,32.0,32.0,25.0,19.0,26.0,22.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,87000000,87250000,2.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,87250000,87500000,10.0,21.0,33.0,22.0,17.0,21.0,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,87250000,87500000,2.0,6.0,2.0,4.0,14.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,87500000,87750000,14.0,20.0,30.0,24.0,36.0,16.0,22.0,18.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,87500000,87750000,2.0,2.0,10.0,6.0,2.0,6.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,87750000,88000000,22.0,46.0,32.0,30.0,42.0,24.0,42.0,19.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,87750000,88000000,2.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,88000000,88250000,24.0,59.0,44.0,39.0,44.0,39.0,35.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,88250000,88500000,22.0,54.0,31.0,39.0,48.0,31.0,29.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,88500000,88750000,16.0,44.0,52.0,43.0,55.0,40.0,31.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,88750000,89000000,24.0,36.0,67.0,38.0,38.0,28.0,18.0,11.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,88750000,89000000,4.0,14.0,22.0,6.0,10.0,16.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,89000000,89250000,24.0,55.0,52.0,49.0,40.0,34.0,28.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,89250000,89500000,18.0,36.0,30.0,16.0,40.0,14.0,25.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,89250000,89500000,8.0,18.0,24.0,36.0,14.0,8.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,89500000,89750000,46.0,58.0,56.0,47.0,68.0,46.0,67.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,89500000,89750000,10.0,18.0,10.0,14.0,6.0,12.0,16.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,89750000,90000000,39.0,50.0,58.0,44.0,30.0,45.0,40.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,89750000,90000000,4.0,16.0,14.0,10.0,8.0,16.0,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,90000000,90250000,19.0,65.0,82.0,46.0,43.0,51.0,61.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,90250000,90500000,36.0,86.0,68.0,54.0,55.0,40.0,48.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,90500000,90750000,22.0,80.0,69.0,47.0,65.0,40.0,60.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,90750000,91000000,22.0,63.0,75.0,54.0,36.0,37.0,43.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,91000000,91250000,22.0,33.0,82.0,40.0,55.0,66.0,75.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,91250000,91500000,34.0,79.0,87.0,59.0,73.0,61.0,76.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,91500000,91750000,36.0,71.0,70.0,64.0,54.0,72.0,60.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,91750000,92000000,47.0,102.0,63.0,50.0,72.0,59.0,53.0,22.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,92000000,92250000,36.0,66.0,102.0,52.0,78.0,43.0,69.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,92000000,92250000,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,92250000,92500000,49.0,87.0,64.0,49.0,46.0,43.0,55.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,92500000,92750000,20.0,70.0,58.0,28.0,44.0,37.0,48.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,92500000,92750000,2.0,4.0,2.0,,2.0,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,92750000,93000000,4.0,8.0,4.0,6.0,4.0,10.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,92750000,93000000,24.0,40.0,74.0,38.0,44.0,40.0,48.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,93000000,93250000,20.0,49.0,35.0,34.0,26.0,41.0,39.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,93000000,93250000,4.0,26.0,22.0,14.0,4.0,18.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,93250000,93500000,26.0,47.0,73.0,64.0,60.0,53.0,57.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,93250000,93500000,2.0,6.0,8.0,6.0,8.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,93500000,93750000,32.0,59.0,48.0,40.0,50.0,44.0,50.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,93500000,93750000,6.0,14.0,2.0,6.0,2.0,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,93750000,94000000,10.0,18.0,18.0,8.0,14.0,4.0,8.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,93750000,94000000,18.0,56.0,59.0,38.0,39.0,56.0,49.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,94000000,94250000,39.0,70.0,69.0,56.0,42.0,54.0,59.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,94250000,94500000,40.0,73.0,98.0,63.0,48.0,51.0,55.0,49.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,94500000,94750000,29.0,67.0,59.0,63.0,73.0,50.0,65.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,94750000,95000000,37.0,83.0,71.0,58.0,66.0,46.0,53.0,45.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,95000000,95250000,48.0,87.0,107.0,65.0,90.0,58.0,79.0,45.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,95250000,95500000,20.0,51.0,53.0,41.0,43.0,40.0,47.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,95250000,95500000,10.0,32.0,20.0,16.0,20.0,10.0,28.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,95500000,95750000,16.0,30.0,30.0,23.0,24.0,34.0,32.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,95500000,95750000,24.0,42.0,38.0,46.0,32.0,38.0,46.0,24.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,95750000,96000000,24.0,46.0,58.0,32.0,44.0,44.0,44.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,95750000,96000000,14.0,30.0,27.0,10.0,7.0,10.0,13.0,11.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,96000000,96250000,12.0,28.0,40.0,22.0,18.0,14.0,18.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,96000000,96250000,8.0,49.0,44.0,38.0,36.0,36.0,51.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,96000000,96250000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,96250000,96500000,8.0,14.0,22.0,18.0,24.0,22.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,96250000,96500000,20.0,42.0,42.0,45.0,59.0,31.0,51.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,96500000,96750000,33.0,54.0,54.0,52.0,59.0,52.0,77.0,30.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,96500000,96750000,2.0,24.0,10.0,14.0,14.0,12.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,96750000,97000000,33.0,86.0,47.0,46.0,56.0,48.0,49.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,96750000,97000000,2.0,16.0,6.0,2.0,4.0,2.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,97000000,97250000,6.0,14.0,14.0,14.0,8.0,14.0,14.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,97000000,97250000,23.0,45.0,51.0,63.0,46.0,32.0,64.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,97250000,97500000,29.0,76.0,70.0,54.0,56.0,48.0,46.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,97250000,97500000,4.0,6.0,16.0,4.0,4.0,16.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,97500000,97750000,32.0,90.0,81.0,61.0,63.0,53.0,96.0,43.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,97750000,98000000,34.0,75.0,66.0,53.0,66.0,56.0,53.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,97750000,98000000,4.0,6.0,12.0,2.0,4.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,13,97750000,98000000,2.0,2.0,2.0,2.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,13,98000000,98250000,39.0,60.0,86.0,48.0,60.0,50.0,55.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,13,98000000,98250000,4.0,8.0,2.0,8.0,2.0,2.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
